order_id,quantity,month,day,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
1653,1,Jan,Wed,17,12.0,12.0,S,Classic,The Big Meat Pizza
1653,1,Jan,Wed,17,20.25,20.25,L,Veggie,The Mexicana Pizza
1654,1,Jan,Wed,17,20.25,20.25,L,Supreme,The Sicilian Pizza
1654,1,Jan,Wed,17,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1655,1,Jan,Wed,18,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1655,1,Jan,Wed,18,20.75,20.75,L,Supreme,The Soppressata Pizza
1655,1,Jan,Wed,18,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1656,1,Jan,Wed,18,16.5,16.5,L,Classic,The Hawaiian Pizza
1656,1,Jan,Wed,18,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1656,1,Jan,Wed,18,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1656,1,Jan,Wed,18,16.0,16.0,M,Classic,The Greek Pizza
1657,1,Jan,Wed,18,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1657,1,Jan,Wed,18,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1658,1,Jan,Wed,18,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1658,1,Jan,Wed,18,20.75,20.75,L,Supreme,The Soppressata Pizza
1659,1,Jan,Wed,18,18.5,18.5,L,Veggie,The Five Cheese Pizza
1659,1,Jan,Wed,18,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1659,1,Jan,Wed,18,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1659,1,Jan,Wed,18,20.25,20.25,L,Supreme,The Sicilian Pizza
1660,1,Jan,Wed,19,12.0,12.0,S,Classic,The Big Meat Pizza
1661,1,Jan,Wed,19,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1661,1,Jan,Wed,19,20.5,20.5,L,Classic,The Napolitana Pizza
1662,1,Jan,Wed,19,20.5,20.5,L,Classic,The Napolitana Pizza
1663,1,Jan,Wed,20,21.0,21.0,L,Veggie,The Italian Vegetables Pizza
1663,1,Jan,Wed,20,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1663,1,Jan,Wed,20,16.25,16.25,M,Supreme,The Sicilian Pizza
1663,1,Jan,Wed,20,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1664,1,Jan,Wed,21,16.0,16.0,M,Veggie,The Mexicana Pizza
1665,1,Jan,Wed,21,16.25,16.25,M,Supreme,The Sicilian Pizza
1665,1,Jan,Wed,21,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1666,1,Jan,Wed,21,12.25,12.25,S,Supreme,The Sicilian Pizza
1667,1,Jan,Wed,21,12.0,12.0,S,Classic,The Napolitana Pizza
1668,1,Jan,Wed,22,12.0,12.0,S,Classic,The Big Meat Pizza
1668,1,Jan,Wed,22,16.5,16.5,L,Classic,The Hawaiian Pizza
1668,1,Jan,Wed,22,15.25,15.25,L,Classic,The Pepperoni Pizza
1669,1,Jan,Thu,11,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1670,1,Jan,Thu,11,18.5,18.5,L,Veggie,The Five Cheese Pizza
1670,1,Jan,Thu,11,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1670,1,Jan,Thu,11,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1670,1,Jan,Thu,11,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1671,1,Jan,Thu,11,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1671,1,Jan,Thu,11,12.75,12.75,S,Chicken,The California Chicken Pizza
1672,1,Jan,Thu,12,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1673,1,Jan,Thu,12,16.0,16.0,M,Veggie,The Mexicana Pizza
1674,1,Jan,Thu,12,18.5,18.5,L,Veggie,The Five Cheese Pizza
1675,1,Jan,Thu,12,13.25,13.25,M,Classic,The Hawaiian Pizza
1675,1,Jan,Thu,12,9.75,9.75,S,Classic,The Pepperoni Pizza
1675,1,Jan,Thu,12,20.25,20.25,L,Supreme,The Sicilian Pizza
1675,1,Jan,Thu,12,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1676,1,Jan,Thu,12,17.95,17.95,L,Veggie,The Four Cheese Pizza
1677,1,Jan,Thu,12,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1678,1,Jan,Thu,13,9.75,9.75,S,Classic,The Pepperoni Pizza
1679,1,Jan,Thu,13,16.25,16.25,M,Supreme,The Calabrese Pizza
1680,1,Jan,Thu,13,25.5,25.5,XL,Classic,The Greek Pizza
1681,1,Jan,Thu,13,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1681,1,Jan,Thu,13,16.75,16.75,M,Chicken,The California Chicken Pizza
1682,1,Jan,Thu,13,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1682,1,Jan,Thu,13,15.25,15.25,L,Classic,The Pepperoni Pizza
1683,1,Jan,Thu,13,20.25,20.25,L,Veggie,The Mexicana Pizza
1684,1,Jan,Thu,13,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1684,1,Jan,Thu,13,12.0,12.0,S,Classic,The Big Meat Pizza
1684,1,Jan,Thu,13,9.75,9.75,S,Classic,The Pepperoni Pizza
1684,1,Jan,Thu,13,12.25,12.25,S,Supreme,The Sicilian Pizza
1684,1,Jan,Thu,13,20.75,20.75,L,Supreme,The Soppressata Pizza
1684,1,Jan,Thu,13,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1685,1,Jan,Thu,13,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1685,1,Jan,Thu,13,20.75,20.75,L,Chicken,The California Chicken Pizza
1685,1,Jan,Thu,13,18.5,18.5,L,Veggie,The Five Cheese Pizza
1685,1,Jan,Thu,13,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1685,1,Jan,Thu,13,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1685,2,Jan,Thu,13,20.25,40.5,L,Veggie,The Mediterranean Pizza
1685,1,Jan,Thu,13,12.0,12.0,S,Veggie,The Mediterranean Pizza
1685,1,Jan,Thu,13,20.5,20.5,L,Classic,The Napolitana Pizza
1685,1,Jan,Thu,13,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1685,2,Jan,Thu,13,20.25,40.5,L,Supreme,The Sicilian Pizza
1685,1,Jan,Thu,13,16.25,16.25,M,Supreme,The Sicilian Pizza
1685,1,Jan,Thu,13,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1685,1,Jan,Thu,13,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1686,1,Jan,Thu,13,18.5,18.5,L,Veggie,The Five Cheese Pizza
1686,1,Jan,Thu,13,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1686,1,Jan,Thu,13,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1686,1,Jan,Thu,13,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1687,2,Jan,Thu,13,20.75,41.5,L,Supreme,The Pepper Salami Pizza
1687,1,Jan,Thu,13,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1688,1,Jan,Thu,13,9.75,9.75,S,Classic,The Pepperoni Pizza
1689,1,Jan,Thu,13,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1690,1,Jan,Thu,13,14.75,14.75,M,Veggie,The Four Cheese Pizza
1691,1,Jan,Thu,14,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1692,1,Jan,Thu,14,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1693,1,Jan,Thu,14,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1694,1,Jan,Thu,14,20.75,20.75,L,Chicken,The California Chicken Pizza
1695,1,Jan,Thu,15,16.25,16.25,M,Supreme,The Sicilian Pizza
1695,1,Jan,Thu,15,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1696,1,Jan,Thu,15,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1696,1,Jan,Thu,15,20.25,20.25,L,Veggie,The Mexicana Pizza
1697,1,Jan,Thu,16,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1697,1,Jan,Thu,16,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1698,1,Jan,Thu,16,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1698,1,Jan,Thu,16,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1698,1,Jan,Thu,16,16.25,16.25,M,Supreme,The Sicilian Pizza
1699,1,Jan,Thu,16,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1700,1,Jan,Thu,16,20.25,20.25,L,Supreme,The Calabrese Pizza
1701,1,Jan,Thu,16,16.0,16.0,M,Classic,The Napolitana Pizza
1702,1,Jan,Thu,16,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1703,1,Jan,Thu,17,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1703,1,Jan,Thu,17,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1704,1,Jan,Thu,18,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1704,1,Jan,Thu,18,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1704,1,Jan,Thu,18,16.5,16.5,M,Supreme,The Soppressata Pizza
1704,1,Jan,Thu,18,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1705,1,Jan,Thu,18,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1705,1,Jan,Thu,18,16.0,16.0,M,Veggie,The Mexicana Pizza
1706,2,Jan,Thu,18,20.25,40.5,L,Veggie,The Mexicana Pizza
1707,1,Jan,Thu,18,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1707,1,Jan,Thu,18,15.25,15.25,L,Classic,The Pepperoni Pizza
1708,1,Jan,Thu,18,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1709,1,Jan,Thu,18,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1709,1,Jan,Thu,18,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1709,1,Jan,Thu,18,25.5,25.5,XL,Classic,The Greek Pizza
1710,1,Jan,Thu,18,12.75,12.75,S,Chicken,The California Chicken Pizza
1710,1,Jan,Thu,18,14.75,14.75,M,Veggie,The Four Cheese Pizza
1710,1,Jan,Thu,18,13.25,13.25,M,Classic,The Hawaiian Pizza
1711,1,Jan,Thu,18,17.95,17.95,L,Veggie,The Four Cheese Pizza
1712,1,Jan,Thu,19,20.75,20.75,L,Chicken,The California Chicken Pizza
1712,1,Jan,Thu,19,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1713,1,Jan,Thu,19,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1714,1,Jan,Thu,19,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1715,1,Jan,Thu,19,18.5,18.5,L,Veggie,The Five Cheese Pizza
1715,1,Jan,Thu,19,16.5,16.5,L,Classic,The Hawaiian Pizza
1715,1,Jan,Thu,19,15.25,15.25,L,Classic,The Pepperoni Pizza
1715,1,Jan,Thu,19,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1716,1,Jan,Thu,20,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1716,1,Jan,Thu,20,15.25,15.25,L,Classic,The Pepperoni Pizza
1717,1,Jan,Thu,20,18.5,18.5,L,Veggie,The Five Cheese Pizza
1718,1,Jan,Thu,20,12.75,12.75,S,Chicken,The California Chicken Pizza
1718,1,Jan,Thu,20,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1718,1,Jan,Thu,20,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1718,1,Jan,Thu,20,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1719,1,Jan,Thu,20,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1720,1,Jan,Thu,20,20.25,20.25,L,Veggie,The Mexicana Pizza
1720,1,Jan,Thu,20,12.0,12.0,S,Classic,The Greek Pizza
1721,1,Jan,Thu,20,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1721,1,Jan,Thu,20,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1722,1,Jan,Thu,20,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1723,1,Jan,Thu,20,23.65,23.65,S,Supreme,The Brie Carre Pizza
1724,1,Jan,Thu,21,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1725,1,Jan,Thu,21,13.25,13.25,M,Classic,The Hawaiian Pizza
1725,1,Jan,Thu,21,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1726,1,Jan,Thu,22,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1726,1,Jan,Thu,22,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1727,1,Jan,Fri,11,12.5,12.5,M,Classic,The Pepperoni Pizza
1727,1,Jan,Fri,11,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1728,1,Jan,Fri,11,16.0,16.0,M,Veggie,The Mexicana Pizza
1728,1,Jan,Fri,11,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1729,1,Jan,Fri,11,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1730,1,Jan,Fri,11,10.5,10.5,S,Classic,The Hawaiian Pizza
1730,1,Jan,Fri,11,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1730,1,Jan,Fri,11,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1731,1,Jan,Fri,12,12.25,12.25,S,Supreme,The Sicilian Pizza
1732,1,Jan,Fri,12,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1732,1,Jan,Fri,12,12.0,12.0,S,Classic,The Big Meat Pizza
1732,1,Jan,Fri,12,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1733,1,Jan,Fri,12,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1734,1,Jan,Fri,12,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1734,1,Jan,Fri,12,12.0,12.0,S,Classic,The Big Meat Pizza
1734,1,Jan,Fri,12,20.75,20.75,L,Chicken,The California Chicken Pizza
1734,1,Jan,Fri,12,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1734,1,Jan,Fri,12,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1734,1,Jan,Fri,12,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1734,1,Jan,Fri,12,17.95,17.95,L,Veggie,The Four Cheese Pizza
1734,1,Jan,Fri,12,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1734,1,Jan,Fri,12,20.25,20.25,L,Veggie,The Mexicana Pizza
1734,1,Jan,Fri,12,20.25,20.25,L,Supreme,The Sicilian Pizza
1734,1,Jan,Fri,12,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1734,1,Jan,Fri,12,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1734,1,Jan,Fri,12,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1735,1,Jan,Fri,12,16.75,16.75,M,Chicken,The California Chicken Pizza
1736,1,Jan,Fri,13,12.5,12.5,M,Classic,The Pepperoni Pizza
1737,1,Jan,Fri,13,16.25,16.25,M,Supreme,The Calabrese Pizza
1737,1,Jan,Fri,13,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1737,1,Jan,Fri,13,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
1738,1,Jan,Fri,13,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1738,1,Jan,Fri,13,10.5,10.5,S,Classic,The Hawaiian Pizza
1738,1,Jan,Fri,13,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1738,1,Jan,Fri,13,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1739,1,Jan,Fri,13,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1739,1,Jan,Fri,13,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1740,1,Jan,Fri,14,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1741,1,Jan,Fri,14,12.25,12.25,S,Supreme,The Sicilian Pizza
1742,1,Jan,Fri,14,18.5,18.5,L,Veggie,The Five Cheese Pizza
1743,1,Jan,Fri,14,12.5,12.5,S,Supreme,The Soppressata Pizza
1744,1,Jan,Fri,14,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1744,1,Jan,Fri,14,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1744,1,Jan,Fri,14,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1745,1,Jan,Fri,14,23.65,23.65,S,Supreme,The Brie Carre Pizza
1745,1,Jan,Fri,14,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1745,1,Jan,Fri,14,12.0,12.0,S,Veggie,The Green Garden Pizza
1745,1,Jan,Fri,14,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1746,1,Jan,Fri,15,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1747,1,Jan,Fri,15,12.5,12.5,M,Classic,The Pepperoni Pizza
1747,1,Jan,Fri,15,25.5,25.5,XL,Classic,The Greek Pizza
1748,1,Jan,Fri,15,12.75,12.75,S,Chicken,The California Chicken Pizza
1749,1,Jan,Fri,16,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1749,1,Jan,Fri,16,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1749,1,Jan,Fri,16,25.5,25.5,XL,Classic,The Greek Pizza
1750,1,Jan,Fri,16,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1750,1,Jan,Fri,16,16.0,16.0,M,Veggie,The Mediterranean Pizza
1751,1,Jan,Fri,16,16.75,16.75,M,Chicken,The California Chicken Pizza
1751,1,Jan,Fri,16,14.75,14.75,M,Veggie,The Four Cheese Pizza
1752,1,Jan,Fri,16,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1752,1,Jan,Fri,16,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1753,1,Jan,Fri,16,20.75,20.75,L,Chicken,The California Chicken Pizza
1753,1,Jan,Fri,16,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1754,1,Jan,Fri,17,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1754,1,Jan,Fri,17,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1754,1,Jan,Fri,17,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1754,1,Jan,Fri,17,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1755,1,Jan,Fri,17,10.5,10.5,S,Classic,The Hawaiian Pizza
1755,1,Jan,Fri,17,20.5,20.5,L,Classic,The Greek Pizza
1756,1,Jan,Fri,17,12.0,12.0,S,Veggie,The Mediterranean Pizza
1757,1,Jan,Fri,17,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1757,1,Jan,Fri,17,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1758,1,Jan,Fri,17,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1758,1,Jan,Fri,17,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1759,1,Jan,Fri,17,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1759,1,Jan,Fri,17,20.25,20.25,L,Veggie,The Mexicana Pizza
1759,1,Jan,Fri,17,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1759,1,Jan,Fri,17,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1760,1,Jan,Fri,18,12.0,12.0,S,Veggie,The Green Garden Pizza
1761,1,Jan,Fri,18,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1762,1,Jan,Fri,18,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1763,1,Jan,Fri,18,17.95,17.95,L,Veggie,The Four Cheese Pizza
1764,1,Jan,Fri,18,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1764,1,Jan,Fri,18,20.75,20.75,L,Supreme,The Soppressata Pizza
1764,1,Jan,Fri,18,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1765,1,Jan,Fri,18,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1765,1,Jan,Fri,18,20.25,20.25,L,Veggie,The Mexicana Pizza
1766,1,Jan,Fri,18,16.0,16.0,M,Veggie,The Mexicana Pizza
1767,1,Jan,Fri,19,16.75,16.75,M,Chicken,The California Chicken Pizza
1767,1,Jan,Fri,19,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1767,1,Jan,Fri,19,18.5,18.5,L,Veggie,The Five Cheese Pizza
1767,1,Jan,Fri,19,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1768,1,Jan,Fri,19,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
1769,1,Jan,Fri,19,13.25,13.25,M,Classic,The Hawaiian Pizza
1769,1,Jan,Fri,19,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1770,1,Jan,Fri,19,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1771,1,Jan,Fri,19,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1771,1,Jan,Fri,19,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1772,1,Jan,Fri,19,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1773,1,Jan,Fri,20,12.0,12.0,S,Classic,The Big Meat Pizza
1773,1,Jan,Fri,20,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1773,1,Jan,Fri,20,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1773,1,Jan,Fri,20,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1774,1,Jan,Fri,20,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1775,1,Jan,Fri,20,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1776,1,Jan,Fri,20,14.75,14.75,M,Veggie,The Four Cheese Pizza
1776,1,Jan,Fri,20,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1776,1,Jan,Fri,20,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1777,1,Jan,Fri,20,20.25,20.25,L,Supreme,The Sicilian Pizza
1778,1,Jan,Fri,20,10.5,10.5,S,Classic,The Hawaiian Pizza
1779,1,Jan,Fri,20,16.25,16.25,M,Supreme,The Calabrese Pizza
1780,1,Jan,Fri,20,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1781,1,Jan,Fri,21,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1781,1,Jan,Fri,21,20.25,20.25,L,Supreme,The Calabrese Pizza
1782,1,Jan,Fri,21,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1782,1,Jan,Fri,21,16.0,16.0,M,Classic,The Napolitana Pizza
1783,1,Jan,Fri,21,14.75,14.75,M,Veggie,The Four Cheese Pizza
1784,1,Jan,Fri,21,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1784,1,Jan,Fri,21,14.75,14.75,M,Veggie,The Four Cheese Pizza
1784,1,Jan,Fri,21,21.0,21.0,L,Veggie,The Italian Vegetables Pizza
1784,1,Jan,Fri,21,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1785,1,Jan,Fri,21,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1785,1,Jan,Fri,21,18.5,18.5,L,Veggie,The Five Cheese Pizza
1786,1,Jan,Fri,21,20.75,20.75,L,Chicken,The California Chicken Pizza
1786,1,Jan,Fri,21,20.5,20.5,L,Classic,The Greek Pizza
1787,1,Jan,Fri,21,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1787,1,Jan,Fri,21,15.25,15.25,L,Classic,The Pepperoni Pizza
1787,1,Jan,Fri,21,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1788,1,Jan,Fri,21,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1788,1,Jan,Fri,21,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1789,1,Jan,Fri,21,14.75,14.75,M,Veggie,The Four Cheese Pizza
1789,1,Jan,Fri,21,20.25,20.25,L,Supreme,The Sicilian Pizza
1789,1,Jan,Fri,21,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1790,1,Jan,Fri,22,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1791,1,Jan,Fri,22,16.75,16.75,M,Chicken,The California Chicken Pizza
1791,1,Jan,Fri,22,14.75,14.75,M,Veggie,The Four Cheese Pizza
1791,1,Jan,Fri,22,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1791,1,Jan,Fri,22,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1792,1,Jan,Sat,11,16.0,16.0,M,Veggie,The Mexicana Pizza
1792,1,Jan,Sat,11,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1792,1,Jan,Sat,11,25.5,25.5,XL,Classic,The Greek Pizza
1793,1,Jan,Sat,11,14.75,14.75,M,Veggie,The Four Cheese Pizza
1793,1,Jan,Sat,11,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1793,1,Jan,Sat,11,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1794,1,Jan,Sat,11,20.75,20.75,L,Chicken,The California Chicken Pizza
1795,1,Jan,Sat,13,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1795,1,Jan,Sat,13,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1795,1,Jan,Sat,13,20.25,20.25,L,Supreme,The Calabrese Pizza
1795,1,Jan,Sat,13,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
1795,1,Jan,Sat,13,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1795,1,Jan,Sat,13,17.95,17.95,L,Veggie,The Four Cheese Pizza
1795,2,Jan,Sat,13,20.25,40.5,L,Veggie,The Mexicana Pizza
1795,1,Jan,Sat,13,12.25,12.25,S,Supreme,The Sicilian Pizza
1795,1,Jan,Sat,13,12.5,12.5,S,Supreme,The Soppressata Pizza
1795,1,Jan,Sat,13,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1795,1,Jan,Sat,13,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1796,1,Jan,Sat,13,16.75,16.75,M,Chicken,The California Chicken Pizza
1796,1,Jan,Sat,13,17.95,17.95,L,Veggie,The Four Cheese Pizza
1796,1,Jan,Sat,13,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1796,1,Jan,Sat,13,20.5,20.5,L,Classic,The Napolitana Pizza
1796,1,Jan,Sat,13,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1796,1,Jan,Sat,13,16.5,16.5,M,Supreme,The Soppressata Pizza
1797,1,Jan,Sat,13,20.5,20.5,L,Classic,The Napolitana Pizza
1797,1,Jan,Sat,13,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1798,1,Jan,Sat,14,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1799,1,Jan,Sat,14,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1800,1,Jan,Sat,14,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1801,1,Jan,Sat,14,20.75,20.75,L,Chicken,The California Chicken Pizza
1801,1,Jan,Sat,14,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1801,1,Jan,Sat,14,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1801,1,Jan,Sat,14,12.25,12.25,S,Supreme,The Sicilian Pizza
1801,1,Jan,Sat,14,25.5,25.5,XL,Classic,The Greek Pizza
1802,1,Jan,Sat,14,23.65,23.65,S,Supreme,The Brie Carre Pizza
1802,1,Jan,Sat,14,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1802,1,Jan,Sat,14,16.75,16.75,M,Chicken,The Thai Chicken Pizza
